时间段,省份,城市,月份,最大温度,最小温度,降水量
1981年-2010年,河北省,盐山,1,2.4,-8.2,3.1
1981年-2010年,河北省,盐山,2,6.2,-5.2,5.5
1981年-2010年,河北省,盐山,3,12.5,0.6,9.9
1981年-2010年,河北省,盐山,4,20.8,7.9,21.5
1981年-2010年,河北省,盐山,5,26.7,13.8,36.3
1981年-2010年,河北省,盐山,6,31.2,19.2,71.7
1981年-2010年,河北省,盐山,7,31.7,22.5,169.5
1981年-2010年,河北省,盐山,8,30.3,21.5,108.5
1981年-2010年,河北省,盐山,9,26.7,15.9,40.1
1981年-2010年,河北省,盐山,10,20.5,8.9,29.2
1981年-2010年,河北省,盐山,11,11.3,0.6,10.6
1981年-2010年,河北省,盐山,12,4.2,-5.7,3.4
1981年-2010年,河北省,阳原,1,-2.9,-16,2.3
1981年-2010年,河北省,阳原,2,2.9,-11.3,2.9
1981年-2010年,河北省,阳原,3,9.5,-4.8,10.4
1981年-2010年,河北省,阳原,4,18.1,3,16.5
1981年-2010年,河北省,阳原,5,24.5,10,37.4
1981年-2010年,河北省,阳原,6,28.8,15.1,48.9
1981年-2010年,河北省,阳原,7,30,18,91.4
1981年-2010年,河北省,阳原,8,28,16,73.2
1981年-2010年,河北省,阳原,9,23.5,10,47
1981年-2010年,河北省,阳原,10,15.9,2.4,18.2
1981年-2010年,河北省,阳原,11,6.7,-6,6.1
1981年-2010年,河北省,阳原,12,-0.8,-13,2
1981年-2010年,河北省,易县,1,2,-8.8,2.2
1981年-2010年,河北省,易县,2,6,-5.1,3.7
1981年-2010年,河北省,易县,3,12.7,1.1,11.1
1981年-2010年,河北省,易县,4,20.9,8.5,21
1981年-2010年,河北省,易县,5,26.6,14.4,38.7
1981年-2010年,河北省,易县,6,30.8,19.4,72.7
1981年-2010年,河北省,易县,7,31.3,22.3,157.4
1981年-2010年,河北省,易县,8,29.9,21,140.5
1981年-2010年,河北省,易县,9,26.2,15.3,56.3
1981年-2010年,河北省,易县,10,19.7,8,22.9
1981年-2010年,河北省,易县,11,10.4,-0.4,9.7
1981年-2010年,河北省,易县,12,3.7,-6.3,2.3
1981年-2010年,河北省,永年,1,3.9,-6.9,3.1
1981年-2010年,河北省,永年,2,8,-3.7,6
1981年-2010年,河北省,永年,3,14.1,1.7,13
1981年-2010年,河北省,永年,4,21.3,8.2,19.6
1981年-2010年,河北省,永年,5,26.9,14,45.9
1981年-2010年,河北省,永年,6,32.5,19.7,49.7
1981年-2010年,河北省,永年,7,32.1,22.6,130.4
1981年-2010年,河北省,永年,8,30.2,21.1,140.1
1981年-2010年,河北省,永年,9,27,15.6,49
1981年-2010年,河北省,永年,10,21.4,9.2,28.4
1981年-2010年,河北省,永年,11,12.5,1,11.6
1981年-2010年,河北省,永年,12,5.6,-4.5,2.9
1981年-2010年,河北省,永清,1,1.9,-10.1,2.7
1981年-2010年,河北省,永清,2,5.8,-6.4,4.1
1981年-2010年,河北省,永清,3,12.6,-0.1,9.6
1981年-2010年,河北省,永清,4,21.2,7.6,22.4
1981年-2010年,河北省,永清,5,26.9,13.4,33.6
1981年-2010年,河北省,永清,6,30.9,18.6,68
1981年-2010年,河北省,永清,7,31.6,21.9,143.3
1981年-2010年,河北省,永清,8,30.3,20.5,117.6
1981年-2010年,河北省,永清,9,26.5,14.2,47.7
1981年-2010年,河北省,永清,10,19.9,6.8,23.6
1981年-2010年,河北省,永清,11,10.4,-1.4,11
1981年-2010年,河北省,永清,12,3.4,-7.3,2.1
1981年-2010年,河北省,玉田,1,1.3,-10.1,3
1981年-2010年,河北省,玉田,2,5.2,-6.4,3.4
1981年-2010年,河北省,玉田,3,11.8,-0.2,9.4
1981年-2010年,河北省,玉田,4,20.3,7.7,25.5
1981年-2010年,河北省,玉田,5,25.9,13.6,39.8
1981年-2010年,河北省,玉田,6,29.9,18.6,96.7
1981年-2010年,河北省,玉田,7,31,21.9,189.6
1981年-2010年,河北省,玉田,8,30.2,20.9,147.1
1981年-2010年,河北省,玉田,9,26.2,15,60.9
1981年-2010年,河北省,玉田,10,19.1,7.6,24.1
1981年-2010年,河北省,玉田,11,9.6,-1,9.8
1981年-2010年,河北省,玉田,12,3.1,-7,3.9
1981年-2010年,河北省,元氏,1,3.4,-7.9,2.4
1981年-2010年,河北省,元氏,2,7.2,-4.5,4.9
1981年-2010年,河北省,元氏,3,13.7,1.2,11.3
1981年-2010年,河北省,元氏,4,21.2,8.1,19.4
1981年-2010年,河北省,元氏,5,26.8,13.8,42.8
1981年-2010年,河北省,元氏,6,32.2,19.3,56.2
1981年-2010年,河北省,元氏,7,32,22.2,124.2
1981年-2010年,河北省,元氏,8,30.2,20.7,138.5
1981年-2010年,河北省,元氏,9,26.8,15.2,51.4
1981年-2010年,河北省,元氏,10,20.9,8.7,24.1
1981年-2010年,河北省,元氏,11,11.6,0.4,13.5
1981年-2010年,河北省,元氏,12,4.9,-5.3,3.1
1981年-2010年,河北省,赞皇,1,3.4,-6.8,2.6
1981年-2010年,河北省,赞皇,2,7.3,-3.5,5
1981年-2010年,河北省,赞皇,3,13.8,2.3,12
1981年-2010年,河北省,赞皇,4,22,9.5,19.7
1981年-2010年,河北省,赞皇,5,27.5,15.2,43.2
1981年-2010年,河北省,赞皇,6,32,20.1,55.8
1981年-2010年,河北省,赞皇,7,32,22.5,123.2
1981年-2010年,河北省,赞皇,8,30.1,21,144
1981年-2010年,河北省,赞皇,9,26.6,15.8,60.7
1981年-2010年,河北省,赞皇,10,20.9,9.5,25.8
1981年-2010年,河北省,赞皇,11,11.9,1.3,13.2
1981年-2010年,河北省,赞皇,12,5.2,-4.5,3.7
1981年-2010年,河北省,枣强,1,3.3,-6.8,2.2
1981年-2010年,河北省,枣强,2,7.4,-3.7,5.5
1981年-2010年,河北省,枣强,3,13.7,2,11.4
1981年-2010年,河北省,枣强,4,22,9.3,18.5
1981年-2010年,河北省,枣强,5,27.6,15,36.7
1981年-2010年,河北省,枣强,6,32.3,20.3,57
1981年-2010年,河北省,枣强,7,32.4,23,144.4
1981年-2010年,河北省,枣强,8,30.9,21.8,118.8
1981年-2010年,河北省,枣强,9,27.2,16.2,43.8
1981年-2010年,河北省,枣强,10,21.1,9.3,29.3
1981年-2010年,河北省,枣强,11,11.9,1.1,10.8
1981年-2010年,河北省,枣强,12,5,-4.5,3.2
1981年-2010年,河北省,张北,1,-7.6,-20,1.7
1981年-2010年,河北省,张北,2,-3.3,-16.3,2.9
1981年-2010年,河北省,张北,3,3.4,-9.2,6.4
1981年-2010年,河北省,张北,4,12.3,-1.1,17.5
1981年-2010年,河北省,张北,5,19.1,5.6,33.4
1981年-2010年,河北省,张北,6,23.3,10.7,69.5
1981年-2010年,河北省,张北,7,24.9,13.8,94.9
1981年-2010年,河北省,张北,8,23.3,12,82.3
1981年-2010年,河北省,张北,9,18.6,6.1,51
1981年-2010年,河北省,张北,10,11.3,-1,17.5
1981年-2010年,河北省,张北,11,1.8,-9.9,4.5
1981年-2010年,河北省,张北,12,-5.4,-17,2.1
1981年-2010年,河北省,赵县,1,3.3,-8.6,2.2
1981年-2010年,河北省,赵县,2,7.2,-5.3,5.1
1981年-2010年,河北省,赵县,3,13.7,0.4,11.1
1981年-2010年,河北省,赵县,4,20.9,7.2,22.5
1981年-2010年,河北省,赵县,5,26.3,12.9,37.1
1981年-2010年,河北省,赵县,6,32.1,18.6,49.6
1981年-2010年,河北省,赵县,7,31.9,21.8,121.1
1981年-2010年,河北省,赵县,8,30.1,20.3,119.6
1981年-2010年,河北省,赵县,9,26.8,14.6,50.1
1981年-2010年,河北省,赵县,10,20.9,8,24
1981年-2010年,河北省,赵县,11,11.4,-0.2,11.6
1981年-2010年,河北省,赵县,12,4.7,-6,2.9
1981年-2010年,河北省,正定,1,3.4,-6.8,2.9
1981年-2010年,河北省,正定,2,7.2,-3.4,5.2
1981年-2010年,河北省,正定,3,13.7,2.3,11.1
1981年-2010年,河北省,正定,4,21.5,9.4,19.7
1981年-2010年,河北省,正定,5,27.1,15.1,39.7
1981年-2010年,河北省,正定,6,32,20.1,55.6
1981年-2010年,河北省,正定,7,32.1,22.8,120
1981年-2010年,河北省,正定,8,30.4,21.4,131
1981年-2010年,河北省,正定,9,26.9,16.2,49.9
1981年-2010年,河北省,正定,10,20.8,9.7,22.4
1981年-2010年,河北省,正定,11,11.6,1.5,13.7
1981年-2010年,河北省,正定,12,4.9,-4.3,3.2
1981年-2010年,河北省,遵化,1,1,-11.3,2.9
1981年-2010年,河北省,遵化,2,4.9,-7.3,3.4
1981年-2010年,河北省,遵化,3,11.6,-0.9,10.3
1981年-2010年,河北省,遵化,4,20.2,7,25.2
1981年-2010年,河北省,遵化,5,26.2,13.2,43.2
1981年-2010年,河北省,遵化,6,29.9,18.2,98.6
1981年-2010年,河北省,遵化,7,30.8,21.5,194.5
1981年-2010年,河北省,遵化,8,30,20.3,172.4
1981年-2010年,河北省,遵化,9,26.1,14.2,65.6
1981年-2010年,河北省,遵化,10,19,6.4,27.8
1981年-2010年,河北省,遵化,11,9.6,-2,8.6
1981年-2010年,河北省,遵化,12,2.8,-8.3,3.7
1981年-2010年,河北省,藁城,1,3.3,-7.7,2.6
1981年-2010年,河北省,藁城,2,7.2,-4.3,4.8
1981年-2010年,河北省,藁城,3,13.7,1.6,11.1
1981年-2010年,河北省,藁城,4,21.2,8.4,21.4
1981年-2010年,河北省,藁城,5,26.7,14.1,36.4
1981年-2010年,河北省,藁城,6,32,19.6,63.5
1981年-2010年,河北省,藁城,7,32.1,22.5,118.6
1981年-2010年,河北省,藁城,8,30.4,21.2,123.2
1981年-2010年,河北省,藁城,9,26.9,15.7,44.2
1981年-2010年,河北省,藁城,10,20.9,9,23.3
1981年-2010年,河北省,藁城,11,11.5,0.6,12.5
1981年-2010年,河北省,藁城,12,4.8,-5.2,3.1
1981年-2010年,河北省,涞源,1,0.6,-14.9,1.8
1981年-2010年,河北省,涞源,2,3.8,-11.9,4.3
1981年-2010年,河北省,涞源,3,9.5,-5.7,11.1
1981年-2010年,河北省,涞源,4,17.9,1.8,20
1981年-2010年,河北省,涞源,5,23.8,8.4,42.2
1981年-2010年,河北省,涞源,6,27.3,13.5,83.4
1981年-2010年,河北省,涞源,7,28,16.7,135.1
1981年-2010年,河北省,涞源,8,26.7,15,113.7
1981年-2010年,河北省,涞源,9,22.8,8.5,63.9
1981年-2010年,河北省,涞源,10,16.9,1.8,22.4
1981年-2010年,河北省,涞源,11,8.6,-6.1,7.8
1981年-2010年,河北省,涞源,12,2.1,-12.3,2.4
1981年-2010年,河北省,涿鹿,1,-0.9,-12.9,1.9
1981年-2010年,河北省,涿鹿,2,3.5,-9.6,2.7
1981年-2010年,河北省,涿鹿,3,10.1,-3,8.8
1981年-2010年,河北省,涿鹿,4,19.3,4.2,17.6
1981年-2010年,河北省,涿鹿,5,25.4,10.6,32.1
1981年-2010年,河北省,涿鹿,6,28.8,15,55.6
1981年-2010年,河北省,涿鹿,7,29.9,18.5,94.5
1981年-2010年,河北省,涿鹿,8,28.5,17,80.3
1981年-2010年,河北省,涿鹿,9,24.1,10.5,47
1981年-2010年,河北省,涿鹿,10,17.1,3.4,16.6
1981年-2010年,河北省,涿鹿,11,7.5,-4.1,6.4
1981年-2010年,河北省,涿鹿,12,0.8,-10.3,2.1
1981年-2010年,河北省,涿州,1,1.8,-10.1,2.5
1981年-2010年,河北省,涿州,2,6.3,-5.9,3.9
1981年-2010年,河北省,涿州,3,13.1,0.7,10.3
1981年-2010年,河北省,涿州,4,20.7,7.8,24.1
1981年-2010年,河北省,涿州,5,26.9,13.9,38.9
1981年-2010年,河北省,涿州,6,30.8,19,74.2
1981年-2010年,河北省,涿州,7,31.9,22,158.4
1981年-2010年,河北省,涿州,8,30.1,20.6,132.5
1981年-2010年,河北省,涿州,9,26.4,14.8,46.6
1981年-2010年,河北省,涿州,10,19.4,6.8,27
1981年-2010年,河北省,涿州,11,10.3,-1.4,10
1981年-2010年,河北省,涿州,12,3.3,-7.6,2.6
1981年-2010年,河北省,栾城,1,3.3,-7.4,2.5
1981年-2010年,河北省,栾城,2,7.2,-4.2,5.2
1981年-2010年,河北省,栾城,3,13.7,1.8,11.2
1981年-2010年,河北省,栾城,4,21.3,8.7,18.9
1981年-2010年,河北省,栾城,5,26.9,14.3,41.5
1981年-2010年,河北省,栾城,6,32.1,19.7,55.1
1981年-2010年,河北省,栾城,7,32.1,22.5,130.2
1981年-2010年,河北省,栾城,8,30.4,21.1,128.5
1981年-2010年,河北省,栾城,9,26.9,15.7,47.8
1981年-2010年,河北省,栾城,10,20.9,9.2,24.9
1981年-2010年,河北省,栾城,11,11.5,1,13.6
1981年-2010年,河北省,栾城,12,4.8,-4.8,3.2
1981年-2010年,河北省,蠡县,1,2.6,-9.2,2.2
1981年-2010年,河北省,蠡县,2,6.6,-5.5,3.9
1981年-2010年,河北省,蠡县,3,13.4,0.7,9.6
1981年-2010年,河北省,蠡县,4,21.6,8.2,21.4
1981年-2010年,河北省,蠡县,5,27.2,13.9,34.5
1981年-2010年,河北省,蠡县,6,31.8,19.1,55.4
1981年-2010年,河北省,蠡县,7,32.1,22.2,142
1981年-2010年,河北省,蠡县,8,30.3,20.9,113
1981年-2010年,河北省,蠡县,9,26.6,14.9,49.8
1981年-2010年,河北省,蠡县,10,20.4,7.9,22.9
1981年-2010年,河北省,蠡县,11,10.9,-0.4,11.2
1981年-2010年,河北省,蠡县,12,4.1,-6.4,2.2
1981年-2010年,山西省,太原,1,2,-10.8,3
1981年-2010年,山西省,太原,2,6.1,-7,4.8
1981年-2010年,山西省,太原,3,12.1,-1.4,12.5
1981年-2010年,山西省,太原,4,20.2,5.5,19.4
1981年-2010年,山西省,太原,5,25.6,11.2,38.2
1981年-2010年,山西省,太原,6,28.9,15.7,54
1981年-2010年,山西省,太原,7,30,18.7,93.5
1981年-2010年,山西省,太原,8,28.2,17.2,99.6
1981年-2010年,山西省,太原,9,23.9,11.5,58.3
1981年-2010年,山西省,太原,10,17.9,4.5,25.8
1981年-2010年,山西省,太原,11,9.7,-2.6,11.6
1981年-2010年,山西省,太原,12,3.2,-8.6,2.6
1981年-2010年,山西省,长治,1,2.2,-9.9,5.2
1981年-2010年,山西省,长治,2,5.3,-6.4,9
1981年-2010年,山西省,长治,3,10.9,-1.1,18.2
1981年-2010年,山西省,长治,4,19,5.7,24.7
1981年-2010年,山西省,长治,5,24.1,11.1,52.9
1981年-2010年,山西省,长治,6,27.6,15.1,72.1
1981年-2010年,山西省,长治,7,28.2,17.6,123.2
1981年-2010年,山西省,长治,8,26.7,16.2,119
1981年-2010年,山西省,长治,9,22.7,10.9,65.1
1981年-2010年,山西省,长治,10,17.2,4.8,35.9
1981年-2010年,山西省,长治,11,10,-2,16
1981年-2010年,山西省,长治,12,3.7,-8,5.9
1981年-2010年,山西省,大同,1,-3.4,-16.4,1.7
1981年-2010年,山西省,大同,2,1.4,-12.2,2.5
1981年-2010年,山西省,大同,3,8.1,-5.6,9.8
1981年-2010年,山西省,大同,4,16.9,2,19.5
1981年-2010年,山西省,大同,5,23.5,9,31
1981年-2010年,山西省,大同,6,27.6,14,47.4
1981年-2010年,山西省,大同,7,28.8,16.8,97.6
1981年-2010年,山西省,大同,8,26.7,15.1,77.1
1981年-2010年,山西省,大同,9,22.2,9.1,55.1
1981年-2010年,山西省,大同,10,15.2,2,19.7
1981年-2010年,山西省,大同,11,5.9,-6.8,6
1981年-2010年,山西省,大同,12,-1.6,-13.9,1.9
1981年-2010年,山西省,晋城,1,3.7,-6.9,7.4
1981年-2010年,山西省,晋城,2,6.6,-4,10.4
1981年-2010年,山西省,晋城,3,12.1,0.8,22.5
1981年-2010年,山西省,晋城,4,19.8,7.2,24.5
1981年-2010年,山西省,晋城,5,24.9,12.6,55.6
1981年-2010年,山西省,晋城,6,28.6,17.1,72
1981年-2010年,山西省,晋城,7,29.2,20,122.9
1981年-2010年,山西省,晋城,8,27.9,18.9,127.9
1981年-2010年,山西省,晋城,9,23.9,13.9,74.3
1981年-2010年,山西省,晋城,10,18.6,7.5,34.9
1981年-2010年,山西省,晋城,11,11.8,0.7,17.1
1981年-2010年,山西省,晋城,12,5.6,-4.9,6.4
1981年-2010年,山西省,黎城,1,3.5,-9.1,3.4
1981年-2010年,山西省,黎城,2,6.6,-5.8,6.1
1981年-2010年,山西省,黎城,3,12.3,-0.5,15.1
1981年-2010年,山西省,黎城,4,20.3,6,21.2
1981年-2010年,山西省,黎城,5,25.4,11.1,47.9
1981年-2010年,山西省,黎城,6,29.1,15.7,64.4
1981年-2010年,山西省,黎城,7,29.6,19,124.7
1981年-2010年,山西省,黎城,8,27.9,17.6,119.8
1981年-2010年,山西省,黎城,9,24,12,60.3
1981年-2010年,山西省,黎城,10,18.7,5.5,30.7
1981年-2010年,山西省,黎城,11,11.5,-1.3,13.4
1981年-2010年,山西省,黎城,12,5.1,-6.7,3.3
1981年-2010年,山西省,临汾,1,4.4,-7.1,3.4
1981年-2010年,山西省,临汾,2,8.6,-3.2,5.3
1981年-2010年,山西省,临汾,3,14.7,2.1,15.1
1981年-2010年,山西省,临汾,4,22,8.5,23.4
1981年-2010年,山西省,临汾,5,27.2,13.7,41.5
1981年-2010年,山西省,临汾,6,31.7,18.6,54.2
1981年-2010年,山西省,临汾,7,32.4,21.7,105
1981年-2010年,山西省,临汾,8,30.6,20.4,90.1
1981年-2010年,山西省,临汾,9,25.8,15.1,64
1981年-2010年,山西省,临汾,10,19.7,8.1,35.7
1981年-2010年,山西省,临汾,11,11.9,0.3,13.4
1981年-2010年,山西省,临汾,12,5.5,-5.3,4
1981年-2010年,山西省,吕梁,1,0.3,-12.5,2.6
1981年-2010年,山西省,吕梁,2,4.9,-8,5.2
1981年-2010年,山西省,吕梁,3,11.5,-1.9,13.2
1981年-2010年,山西省,吕梁,4,19.6,4.7,21.8
1981年-2010年,山西省,吕梁,5,25.4,10.6,38.2
1981年-2010年,山西省,吕梁,6,29.2,15.2,59.2
1981年-2010年,山西省,吕梁,7,30.3,18,93.4
1981年-2010年,山西省,吕梁,8,28.2,16.3,107.7
1981年-2010年,山西省,吕梁,9,23.4,10.8,73.5
1981年-2010年,山西省,吕梁,10,17.1,4.1,31.6
1981年-2010年,山西省,吕梁,11,8.9,-3.5,13.8
1981年-2010年,山西省,吕梁,12,1.8,-10.2,3.1
1981年-2010年,山西省,平遥,1,2.5,-10.7,2.1
1981年-2010年,山西省,平遥,2,6.5,-7.1,3.8
1981年-2010年,山西省,平遥,3,12.8,-1.3,10.8
1981年-2010年,山西省,平遥,4,20.8,5.2,21.1
1981年-2010年,山西省,平遥,5,26.3,10.7,36.5
1981年-2010年,山西省,平遥,6,30,15.5,42.1
1981年-2010年,山西省,平遥,7,30.9,18.8,85.8
1981年-2010年,山西省,平遥,8,28.9,17.2,89
1981年-2010年,山西省,平遥,9,24.4,11.5,62.4
1981年-2010年,山西省,平遥,10,18.4,4.7,31.1
1981年-2010年,山西省,平遥,11,10.4,-2.5,11
1981年-2010年,山西省,平遥,12,3.7,-8.1,2.6
1981年-2010年,山西省,朔州,1,-1.4,-16.8,1.6
1981年-2010年,山西省,朔州,2,2.8,-12.9,2.6
1981年-2010年,山西省,朔州,3,9.1,-5.9,10.2
1981年-2010年,山西省,朔州,4,17.7,1.7,17.8
1981年-2010年,山西省,朔州,5,23.7,8.4,33.4
1981年-2010年,山西省,朔州,6,27.4,13,57
1981年-2010年,山西省,朔州,7,28.2,15.7,101
1981年-2010年,山西省,朔州,8,26.4,13.8,90
1981年-2010年,山西省,朔州,9,22.5,7.8,56
1981年-2010年,山西省,朔州,10,15.9,1.3,21.1
1981年-2010年,山西省,朔州,11,7.4,-7,6.1
1981年-2010年,山西省,朔州,12,0.4,-14,1.7
1981年-2010年,山西省,文水,1,2,-11.5,3.4
1981年-2010年,山西省,文水,2,6.3,-7.1,4.2
1981年-2010年,山西省,文水,3,12.5,-1.4,13.2
1981年-2010年,山西省,文水,4,20.3,4.9,20.7
1981年-2010年,山西省,文水,5,25.6,10,37.5
1981年-2010年,山西省,文水,6,29.2,14.6,53.9
1981年-2010年,山西省,文水,7,30.4,18.7,89.5
1981年-2010年,山西省,文水,8,28.1,16.8,95.5
1981年-2010年,山西省,文水,9,24,10.8,68.1
1981年-2010年,山西省,文水,10,18.3,4.3,31.4
1981年-2010年,山西省,文水,11,10.1,-3.1,12.5
1981年-2010年,山西省,文水,12,3.3,-9.1,2.9
1981年-2010年,山西省,五台山,1,-7.7,-15.8,7
1981年-2010年,山西省,五台山,2,-4.4,-12.6,13.6
1981年-2010年,山西省,五台山,3,0.5,-8.6,27.9
1981年-2010年,山西省,五台山,4,8.4,-1.4,30.2
1981年-2010年,山西省,五台山,5,14,4.5,55.7
1981年-2010年,山西省,五台山,6,17.8,8.9,94.5
1981年-2010年,山西省,五台山,7,19.4,11.7,157.9
1981年-2010年,山西省,五台山,8,17.5,10.3,144.2
1981年-2010年,山西省,五台山,9,13.9,6.3,73.4
1981年-2010年,山西省,五台山,10,7.8,-0.3,39.7
1981年-2010年,山西省,五台山,11,0.1,-8,19.5
1981年-2010年,山西省,五台山,12,-6.3,-14.2,9
1981年-2010年,山西省,忻州,1,0,-15.8,2.6
1981年-2010年,山西省,忻州,2,4.1,-10.8,4
1981年-2010年,山西省,忻州,3,10.6,-3.4,12
1981年-2010年,山西省,忻州,4,19.7,3.6,18.1
1981年-2010年,山西省,忻州,5,25.9,10,35.8
1981年-2010年,山西省,忻州,6,28.8,14.2,62.7
1981年-2010年,山西省,忻州,7,29.1,17,99.5
1981年-2010年,山西省,忻州,8,27.5,15.2,101.2
1981年-2010年,山西省,忻州,9,23.5,8.7,55
1981年-2010年,山西省,忻州,10,17.3,2.1,24.4
1981年-2010年,山西省,忻州,11,8,-5.8,10.1
1981年-2010年,山西省,忻州,12,1.3,-13.2,2.5
1981年-2010年,山西省,阳泉,1,2.6,-7.3,4.1
1981年-2010年,山西省,阳泉,2,5.9,-4.7,6.1
1981年-2010年,山西省,阳泉,3,11.8,0.6,13.5
1981年-2010年,山西省,阳泉,4,20.1,7.7,22.2
1981年-2010年,山西省,阳泉,5,25.5,13.2,50.9
1981年-2010年,山西省,阳泉,6,29.1,17.5,67.6
1981年-2010年,山西省,阳泉,7,29.9,19.9,120.1
1981年-2010年,山西省,阳泉,8,28.1,18.5,124
1981年-2010年,山西省,阳泉,9,24.1,13.4,65.9
1981年-2010年,山西省,阳泉,10,18.5,7.4,25.2
1981年-2010年,山西省,阳泉,11,10.7,0.5,13.3
1981年-2010年,山西省,阳泉,12,4.4,-5,3.1
1981年-2010年,山西省,运城,1,5.1,-5.3,4.5
1981年-2010年,山西省,运城,2,9.2,-1.6,6.9
1981年-2010年,山西省,运城,3,15.1,3.5,16.4
1981年-2010年,山西省,运城,4,22.4,9.8,31.4
1981年-2010年,山西省,运城,5,27.7,15,52.2
1981年-2010年,山西省,运城,6,32,20,63.5
1981年-2010年,山西省,运城,7,32.8,22.9,95
1981年-2010年,山西省,运城,8,31,21.7,88.7
1981年-2010年,山西省,运城,9,26.3,16.6,82.8
1981年-2010年,山西省,运城,10,20.3,9.8,53.2
1981年-2010年,山西省,运城,11,12.6,2,19.1
1981年-2010年,山西省,运城,12,6.3,-3.8,4.6
1981年-2010年,山西省,安泽,1,2.7,-12.2,4.9
1981年-2010年,山西省,安泽,2,6.3,-8.1,8
1981年-2010年,山西省,安泽,3,12.2,-2.5,16.7
1981年-2010年,山西省,安泽,4,20,3.7,25.1
1981年-2010年,山西省,安泽,5,25,9,50.4
1981年-2010年,山西省,安泽,6,28.6,13.5,59.9
1981年-2010年,山西省,安泽,7,29.5,17.6,116.1
1981年-2010年,山西省,安泽,8,27.9,16.5,113.9
1981年-2010年,山西省,安泽,9,23.4,10.9,81.4
1981年-2010年,山西省,安泽,10,17.9,3.8,40.1
1981年-2010年,山西省,安泽,11,10.6,-3.6,17.6
1981年-2010年,山西省,安泽,12,4.2,-9.8,5.1
1981年-2010年,山西省,保德,1,-1.4,-12.9,2.5
1981年-2010年,山西省,保德,2,4,-8.4,2.8
1981年-2010年,山西省,保德,3,11,-1.9,10.5
1981年-2010年,山西省,保德,4,19.7,5.7,17.1
1981年-2010年,山西省,保德,5,26.1,12.3,32
1981年-2010年,山西省,保德,6,30.3,17,48
1981年-2010年,山西省,保德,7,31.6,19.6,103.1
1981年-2010年,山西省,保德,8,29,17.6,98.3
1981年-2010年,山西省,保德,9,24.2,12.2,55.7
1981年-2010年,山西省,保德,10,17.3,5,22.4
1981年-2010年,山西省,保德,11,8.4,-3.2,6.7
1981年-2010年,山西省,保德,12,0.5,-10.3,2.6
1981年-2010年,山西省,长子,1,2.3,-10.4,5.7
1981年-2010年,山西省,长子,2,5.6,-6.6,8.5
1981年-2010年,山西省,长子,3,11.4,-1.3,19.1
1981年-2010年,山西省,长子,4,19.4,5.4,25.2
1981年-2010年,山西省,长子,5,24.4,10.9,58.8
1981年-2010年,山西省,长子,6,27.9,15.1,64.7
1981年-2010年,山西省,长子,7,28.6,18,117.7
1981年-2010年,山西省,长子,8,27,16.7,103.9
1981年-2010年,山西省,长子,9,22.9,11.3,69.5
1981年-2010年,山西省,长子,10,17.6,4.8,36.6
1981年-2010年,山西省,长子,11,10.4,-2.3,16.9
1981年-2010年,山西省,长子,12,4,-8.2,5.5
1981年-2010年,山西省,大宁,1,2.3,-10.6,4
1981年-2010年,山西省,大宁,2,7.1,-6.2,4.9
1981年-2010年,山西省,大宁,3,13.8,-0.2,13.4
1981年-2010年,山西省,大宁,4,21.6,6.3,24
1981年-2010年,山西省,大宁,5,27.1,11.7,39.4
1981年-2010年,山西省,大宁,6,30.8,16,59.3
1981年-2010年,山西省,大宁,7,31.9,19,93.6
1981年-2010年,山西省,大宁,8,29.9,17.7,103.5
1981年-2010年,山西省,大宁,9,24.9,12.6,69.7
1981年-2010年,山西省,大宁,10,18.7,5.6,36.3
1981年-2010年,山西省,大宁,11,11,-2.1,13
1981年-2010年,山西省,大宁,12,3.8,-8.4,3.4
1981年-2010年,山西省,代县,1,0.1,-13.9,1.6
1981年-2010年,山西省,代县,2,4.1,-9.8,3
